丁, uni
蔗, ⿱艹<庶>⿸广⿱廿灬
蔚, ⿱艹<尉>⿰<CDP-8D70>⿸尸示寸
蔫, ⿱艹<焉>⿱<正>⿱一止<CDP-8DBF>⿹<CDP-8BBF>;灬
蔬, ⿱艹<疏>⿰𤴔<㐬>⿳亠厶<CDP-8BED>⿻儿丨
蔼, ⿱艹<谒>⿰讠<曷>⿱日<匃>⿹勹<亾>⿺𠃊人
蔽, ⿱艹<敝>⿰㡀攵
蕉, ⿱艹<焦>⿱隹灬
蕊, ⿱艹<惢>⿱心<𢗰>⿰心心
蕴, ⿱艹<缊>⿰纟<昷>⿱日皿
蕾, ⿱艹<雷>⿱雨田
薄, ⿱艹⿰氵⿱⿺<𤰔>⿻一由丶寸
薇, ⿱艹<微>⿰彳<𣁋>⿰<𡵉>⿱山兀攵
薛, ⿱艹⿰<𠂤>⿱丿㠯<辛>⿱立十
薪, ⿱艹<新>⿰<亲>⿱立朩斤
薯, ⿱艹<署>⿱罒<者>⿸耂日
藏, ⿱艹<臧>⿵<戕>⿰爿戈臣
藐, ⿱艹<貌>⿰豸<皃>⿱白儿
藕, ⿱艹<耦>⿰<耒>⿻丿未禺
藤, ⿱艹<滕>⿰月<𣳾>⿱<龹>⿱丷夫氺
藻, ⿱艹<澡>⿰氵<喿>⿱<品>⿱口<吅>⿰口口木
蘑, ⿱艹<磨>⿸<麻>⿸广<林>⿰木木<石>⿸<丆>⿱一丿口
蘸, ⿳艹<醀>⿰酉隹灬
虎, ⿸<虍>⿸⿱⺊<CDP-88E2>;<七>⿻<CDP-8DE4>;乚儿
虏, ⿸<虍>⿸⿱⺊<CDP-88E2>;<七>⿻<CDP-8DE4>;乚力
虐, ⿸<虍>⿸⿱⺊<CDP-88E2>;<七>⿻<CDP-8DE4>;乚<CDP-89E3>;
虑, ⿸<虍>⿸⿱⺊<CDP-88E2>;<七>⿻<CDP-8DE4>;乚心
虚, ⿸<虍>⿸⿱⺊<CDP-88E2>;<七>⿻<CDP-8DE4>;乚<业>⿱<CDP-85F0>;一
虱, ⿹⺄<䖝>⿱丿<CDP-8853>⿷虫丿
虹, ⿰虫工
虽, ⿱口虫
虾, ⿰虫<下>⿱一卜
蚀, ⿰饣虫
蚁, ⿰虫义
蚂, ⿰虫马
蚊, ⿰虫文
蚌, ⿰虫丰
蚓, ⿰虫<引>⿰弓丨
蚕, ⿱<天>⿱一大虫
蚜, ⿰虫牙
蚣, ⿰虫<公>⿱八厶
蚤, ⿱叉虫
蚪, ⿰虫斗
蚯, ⿰虫丘
蛀, ⿰虫主
蛆, ⿰虫且
蛇, ⿰虫<它>⿱宀匕
蛉, ⿰虫令
蛋, ⿱疋虫
蛔, ⿰虫<回>⿴囗口
蛙, ⿰虫<圭>⿱土土
蛛, ⿰虫朱
蛤, ⿰虫<合>⿱<CDP-8AFC>⿵𠆢一口
蛮, ⿱<亦>⿱亠<CDP-8CB5>;虫
蛹, ⿰虫<甬>⿱龴用
蛾, ⿰虫我
蜀, ⿱罒<𠣜>⿹勹虫
蜂, ⿰虫<夆>⿱夂丰
蜈, ⿰虫<吳>⿱口<CDP-8CD5>⿱𠃑大
蜒, ⿰虫<延>⿺廴<CDP-8D62>⿱丿止
蜓, ⿰虫<廷>⿺廴壬
蜕, ⿰虫<兑>⿱丷<兄>⿱口儿
蜗, ⿰虫<呙>⿱口<内>⿻冂人
蜘, ⿰虫<知>⿰矢口
蜜, ⿱<宓>⿱宀<必>⿻心丿虫
蜡, ⿰虫<昔>⿱龷日
蜻, ⿰虫<靑>⿱龶円
蝉, ⿰虫<単>⿱⺍<CDP-8BD9>⿻甲一
蝌, ⿰虫<科>⿰禾斗
蝎, ⿰虫<曷>⿱日<匃>⿹勹<亾>⿺𠃊人
蝗, ⿰虫<皇>⿱白<王>⿱一土
蝙, ⿰虫<扁>⿸户𠕁
蝠, ⿰虫<畐>⿱<𠮛>⿱一口田
蝴, ⿰虫<胡>⿰<古>⿱十口月
蝶, ⿰虫<枼>⿱世木
螃, ⿰虫<旁>⿱<CDP-8BEC>⿱<CDP-8BAE>⿱亠丷冖方
融, ⿰鬲虫
螟, ⿰虫<冥>⿱冖<昗>⿱日<六>⿱亠八
螺, ⿰虫<累>⿱田<糸>⿱幺小
蟀, ⿰虫<率>⿱⿻<玄>⿱亠幺<CDP-89AE>⿱丷八十
蟆, ⿰虫<莫>⿱艹<旲>⿱日大
蟋, ⿰虫<悉>⿱<釆>⿱丿米心
蟹, ⿱<解>⿰角<CDP-8C68>⿱<刀>⿹𠃌丿牛虫
蠕, ⿰虫<需>⿱雨而
蠢, ⿱<春>⿱<𡗗>⿻<三>⿳一一一人日<䖵>⿰虫虫
血, ⿱丿皿
衅, ⿰<血>⿱丿皿<半>⿱丷<CDP-8BF1>⿻二丨
行, ⿰彳<亍>⿱一丁
衍, ⿲彳氵<亍>⿱一丁
衔, ⿲彳钅<亍>⿱一丁
街, ⿲彳<圭>⿱土土<亍>⿱一丁
衙, ⿲彳<吾>⿱<五>⿱一𫝀口<亍>⿱一丁
衡, ⿲彳<𩵋>⿳𠂊田大<亍>⿱一丁
衣, ⿱亠𧘇
补, ⿰衤卜
表, ⿱龶𧘇
衩, ⿰衤<叉>⿴又丶
衫, ⿰衤彡
衬, ⿰衤寸
衰, ⿳亠<CDP-89EF>⿻口一𧘇
衷, ⿱⿻十口𧘇
袁, ⿱<𠮷>⿱土口𧘇
袄, ⿰衤夭
袋, ⿱<代>⿰亻弋<衣>⿱亠𧘇
袍, ⿰衤包
袒, ⿰衤<旦>⿱日一
袖, ⿰衤由
袜, ⿰衤末
被, ⿰衤皮
袭, ⿱<龙>⿻<尤>⿺尢丶丿<衣>⿱亠𧘇
袱, ⿰衤<伏>⿰亻犬
裁, ⿹𢦏<衣>⿱亠𧘇
裂, ⿱<列>⿰<歹>⿱一<夕>⿴𠂊丶刂<衣>⿱亠𧘇
装, ⿱<壮>⿰丬<士>⿱十一<衣>⿱亠𧘇
裆, ⿰衤<当>⿱⺌彐
裕, ⿰衤谷
裙, ⿰衤<君>⿸尹口
裤, ⿰衤<库>⿸广车
裳, ⿳<龸>⿱⺌冖口<衣>⿱亠𧘇
裸, ⿰衤<果>⿻日木
裹, ⿳亠<果>⿻日木𧘇
褂, ⿰衤<卦>⿰<圭>⿱土土卜
褐, ⿰衤⿱日<匂>⿹勹匕
褒, ⿳亠<保>⿰亻<呆>⿱口木𧘇
褥, ⿰衤<辱>⿱辰寸
褪, ⿰衤<退>⿺辶艮
襟, ⿰衤<禁>⿱<林>⿰木木示
西, ⿱一<𠁤>⿻儿口
要, ⿱西女
覆, ⿱西<復>⿰彳复
观, ⿰又见
规, ⿰夫见
觅, ⿱爫见
视, ⿰礻见
览, ⿱⿰〢<个>⿱𠂉丶见
觉, ⿳⺍冖见
解, ⿰角<CDP-8C68>⿱<刀>⿹𠃌丿牛
触, ⿰角虫
誉, ⿱<兴>⿳⺍一八言
誊, ⿱<龹>⿱丷夫言
誓, ⿱<折>⿰扌斤言
警, ⿱<敬>⿰<苟>⿱艹<句>⿹勹口攵言
譬, ⿱<辟>⿰𡰪<辛>⿱立十言
计, ⿰讠十
订, ⿰讠丁
认, ⿰讠人
讥, ⿰讠几
讨, ⿰讠寸
让, ⿰讠<上>⿱⺊一
训, ⿰讠川
议, ⿰讠义
讯, ⿰讠<卂>⿹⺄十
记, ⿰讠己
讲, ⿰讠井
讳, ⿰讠韦
讶, ⿰讠牙
许, ⿰讠<午>⿱𠂉十
讹, ⿰讠<化>⿰亻匕
论, ⿰讠<仑>⿱𠆢匕
讼, ⿰讠<公>⿱八厶
讽, ⿰讠风
设, ⿰讠<殳>⿱几又
访, ⿰讠方
诀, ⿰讠<夬>⿻𠃍大
证, ⿰讠<正>⿱一止
评, ⿰讠<平>⿻干丷
诅, ⿰讠且
识, ⿰讠<只>⿱口八
诈, ⿰讠乍
诉, ⿰讠斥
诊, ⿰讠㐱
词, ⿰讠司
译, ⿰讠<𠬤>⿱又<CDP-8BF1>⿻二丨
试, ⿰讠<式>⿹弋工
诗, ⿰讠<寺>⿱土寸
诚, ⿰讠<成>⿵戊𠃌
话, ⿰讠舌
诞, ⿰讠<延>⿺廴<CDP-8D62>⿱丿止
诡, ⿰讠<危>⿸<厃>⿱𠂊厂㔾
询, ⿰讠<旬>⿹勹日
该, ⿰讠亥
详, ⿰讠羊
诫, ⿰讠<戒>⿹戈廾
诬, ⿰讠<巫>⿻工<从>⿰人人
语, ⿰讠<吾>⿱<五>⿱一𫝀口
误, ⿰讠<吴>⿱口<天>⿱一大
诱, ⿰讠<秀>⿱禾<乃>⿹𠄎丿
诲, ⿰讠<每>⿱𠂉母
说, ⿰讠<兑>⿱丷<兄>⿱口儿
诵, ⿰讠<甬>⿱龴用
请, ⿰讠<青>⿱龶月
诸, ⿰讠<者>⿸耂日
诺, ⿰讠<若>⿱艹<右>⿸𠂇口
读, ⿰讠<卖>⿱十<买>⿱乛头
诽, ⿰讠非
课, ⿰讠<果>⿻日木
谁, ⿰讠隹
调, ⿰讠<周>⿵⺆<𠮷>⿱土口
谅, ⿰讠<京>⿳亠口小
谆, ⿰讠<享>⿳亠口子
谈, ⿰讠<炎>⿱<火>⿱八人<火>⿱八人
谊, ⿰讠<宜>⿱宀且
谋, ⿰讠<某>⿱甘木
谍, ⿰讠<枼>⿱世木
谎, ⿰讠<荒>⿱艹<巟>⿱<亡>⿱亠𠃊<CDP-8BED>⿻儿丨
谐, ⿰讠<皆>⿱比白
谒, ⿰讠<曷>⿱日<匃>⿹勹<亾>⿺𠃊人
谓, ⿰讠<胃>⿱田月
谚, ⿰讠<彦>⿸产彡
谜, ⿰讠<迷>⿺辶米
谢, ⿰讠<射>⿰身寸
谣, ⿰讠䍃
谤, ⿰讠<旁>⿱<CDP-8BEC>⿱<CDP-8BAE>⿱亠丷冖方
谦, ⿰讠兼
谨, ⿰讠<堇>⿱廿<CDP-8A6D>⿻口龶
谬, ⿰讠<翏>⿱<羽>⿰习习㐱
谭, ⿰讠<覃>⿱襾<早>⿱日十
谱, ⿰讠<普>⿱<並>⿱䒑<业>⿱<CDP-85F0>;一日
谴, ⿰讠<遣>⿺辶<𠳋>⿱<𠀐>⿱<中>⿻口丨一㠯
豁, ⿰<害>⿳宀龶口谷
豌, ⿰豆<宛>⿱宀<夗>⿰<夕>⿴𠂊丶㔾
象, ⿳𠂊<CDP-8BDE>⿴囗丨𧰨
豪, ⿱<CDP-8C4D>⿳亠口冖<豕>⿱一𧰨
豫, ⿰<予>⿱龴<𠄐>⿱乛亅<象>⿳𠂊<CDP-8BDE>⿴囗丨𧰨
豹, ⿰豸<勺>⿹勹丶
豺, ⿰豸才
貌, ⿰豸<皃>⿱白儿
贞, ⿱⺊贝
负, ⿱𠂊贝
贡, ⿱工贝
财, ⿰贝才
责, ⿱龶贝
贤, ⿱⿰<〢>⿰丨丨又贝
败, ⿰贝攵
账, ⿰贝长
货, ⿱<化>⿰亻匕贝
质, ⿸𠂆⿱十贝
贩, ⿰贝反
贪, ⿱今贝
贫, ⿱<分>⿱八<刀>⿹𠃌丿贝
贬, ⿰贝乏
购, ⿰贝<勾>⿹勹厶
贮, ⿰贝<㝉>⿱宀一
贯, ⿱毌贝
贰, ⿹弋⿱二贝
贱, ⿰贝<戋>⿻戈一
贴, ⿰贝<占>⿱⺊口
贵, ⿱<𠀐>⿱<中>⿻口丨一贝
贷, ⿱<代>⿰亻弋贝
贸, ⿱卯贝
费, ⿱弗贝
贺, ⿱<加>⿰力口贝
贼, ⿰贝<戎>⿹戈𠂇
贾, ⿱西贝
贿, ⿰贝<有>⿸𠂇月
赁, ⿱<任>⿰亻壬贝
赂, ⿰贝<各>⿱夂口
赃, ⿰贝<庄>⿸广土
资, ⿱<次>⿰冫欠贝
赊, ⿰贝<佘>⿱𠆢示
赋, ⿰贝武
赌, ⿰贝<者>⿸耂日
赎, ⿰贝<卖>⿱十<买>⿱乛头
赏, ⿳<龸>⿱⺌冖口贝
赐, ⿰贝<易>⿱日勿
赔, ⿰贝<咅>⿱立口
赖, ⿰束<负>⿱𠂊贝
赘, ⿱<敖>⿰⿱土方攵贝
赚, ⿰贝兼
赛, ⿱<𡨄>⿱宀⿱<𠀎>⿱井一八贝
赞, ⿱<兟>⿰<先>⿱𠂒儿<先>⿱𠂒儿贝
赠, ⿰贝曾
赡, ⿰贝<詹>⿸<厃>⿱𠂊厂⿱儿言
赢, ⿱<吂>⿱<亡>⿱亠𠃊口⿲月贝<凡>⿵几丶
赤, ⿱土<CDP-8CB5>;
赦, ⿰赤攵
赫, ⿰赤赤
走, ⿱土龰
赴, ⿺<走>⿱土龰卜
赵, ⿺<走>⿱土龰㐅
赶, ⿺<走>⿱土龰干
起, ⿺<走>⿱土龰巳
趁, ⿺<走>⿱土龰㐱
超, ⿺<走>⿱土龰<召>⿱<刀>⿹𠃌丿口
越, ⿺<走>⿱土龰戉
趋, ⿺<走>⿱土龰<刍>⿱𠂊彐
趟, ⿺<走>⿱土龰<尙>⿱𡭔冋
趣, ⿺<走>⿱土龰<取>⿸耳又
足, ⿱口龰
趴, ⿰𧾷八
趾, ⿰𧾷止
跃, ⿰𧾷夭
跋, ⿰𧾷<犮>⿻犬丿
跌, ⿰𧾷<失>⿰丿夫
跑, ⿰𧾷包
跛, ⿰𧾷皮
距, ⿰𧾷巨
跟, ⿰𧾷艮
跨, ⿰𧾷<夸>⿱大亏
跪, ⿰𧾷<危>⿸<厃>⿱𠂊厂㔾
路, ⿰𧾷<各>⿱夂口
跳, ⿰𧾷兆
践, ⿰𧾷<㦮>⿻戈二
跷, ⿰𧾷尧兀
跺, ⿰𧾷朵
踊, ⿰𧾷<甬>⿱龴用
踏, ⿰𧾷<沓>⿱水日
踢, ⿰𧾷<易>⿱日勿
踩, ⿰𧾷<采>⿱爫木
踪, ⿰𧾷<宗>⿱宀示
踱, ⿰𧾷<度>⿸广<CDP-8C46>⿱廿又
蹂, ⿰𧾷<柔>⿱矛木
蹄, ⿰𧾷帝
蹈, ⿰𧾷<舀>⿱爫臼
蹋, ⿰𧾷<𦐇>⿱日<羽>⿰习习
蹦, ⿰𧾷<崩>⿱山<朋>⿰月月
蹬, ⿰𧾷<登>⿱癶豆
蹭, ⿰𧾷曾
蹲, ⿰𧾷尊
躁, ⿰𧾷<喿>⿱<品>⿱口<吅>⿰口口木
躏, ⿰𧾷<蔺>⿱艹<𫔴>⿵门隹
躬, ⿰身弓
躯, ⿰身<区>⿷匚㐅
躲, ⿰身朵
躺, ⿰身<尚>⿱⺌冋
轧, ⿰车乚
轨, ⿰车九
轩, ⿰车干
转, ⿰车专
轮, ⿰车<仑>⿱𠆢匕
软, ⿰车欠
轰, ⿱车<双>⿰又又
轴, ⿰车由
轻, ⿰车𢀖
载, ⿹𢦏车
轿, ⿰车<乔>⿱夭<CDP-8BF5>⿰丿丨
较, ⿰车交
辅, ⿰车甫
辆, ⿰车两
辈, ⿱非车
辉, ⿰<光>⿳⺌一儿<军>⿱冖车
辐, ⿰车<畐>⿱<𠮛>⿱一口田
辑, ⿰车<咠>⿱口耳
输, ⿰车<俞>⿱<CDP-8AFC>⿵𠆢一<刖>⿰月刂
辕, ⿰车<袁>⿱<𠮷>⿱土口𧘇
辖, ⿰车<害>⿳宀龶口
辙, ⿲车<育>⿱<𠫓>⿱亠厶月攵
辛, ⿱立十
辜, ⿱<古>⿱十口<辛>⿱立十
辞, ⿰舌<辛>⿱立十
辟, ⿰𡰪<辛>⿱立十
辣, ⿰<辛>⿱立十束
辨, ⿲<辛>⿱立十<CDP-8BEA>;<辛>⿱<立>⿱<CDP-8BAE>⿱亠丷一十
辩, ⿲<辛>⿱立十讠<辛>⿱<立>⿱<CDP-8BAE>⿱亠丷一十
辫, ⿲<辛>⿱立十纟<辛>⿱<立>⿱<CDP-8BAE>⿱亠丷一十
辰, ⿸厂⿱二<CDP-8CC6>⿰𠄌⿺乀丿
辱, ⿱辰寸
边, ⿺辶力
辽, ⿺辶<了>⿱乛亅
达, ⿺辶大
迁, ⿺辶<千>⿱丿十
迂, ⿺辶于
迄, ⿺辶<乞>⿱𠂉乙
迅, ⿺辶<卂>⿹⺄十
过, ⿺辶寸
迈, ⿺辶<万>⿱一<CDP-8B6C>⿰丿𠃌
迎, ⿺辶<卬>⿰<CDP-8CBD>;卩
运, ⿺辶<云>⿱二厶
近, ⿺辶斤
返, ⿺辶反
还, ⿺辶<不>⿱一<CDP-8665>;
这, ⿺辶文
进, ⿺辶井
远, ⿺辶元
违, ⿺辶韦
连, ⿺辶车
迟, ⿺辶尺
迫, ⿺辶白
述, ⿺辶<术>⿺木丶
迷, ⿺辶米
迹, ⿺辶<亦>⿱亠<CDP-8CB5>;
追, ⿺辶<𠂤>⿱丿㠯
退, ⿺辶艮
送, ⿺辶关
适, ⿺辶舌
逃, ⿺辶兆
逆, ⿺辶<屰>⿱䒑<屮>⿻凵丿
选, ⿺辶<先>⿱𠂒儿
逊, ⿺辶<孙>⿰子小
透, ⿺辶<秀>⿱禾<乃>⿹𠄎丿
逐, ⿺辶<豕>⿱一𧰨
递, ⿺辶<弟>⿱丷<𢎨>⿹<弔>⿻弓丨丿
途, ⿺辶余
逗, ⿺辶豆
通, ⿺辶<甬>⿱龴用
逛, ⿺辶<狂>⿰犭<王>⿱一土
逝, ⿺辶<折>⿰扌斤
逞, ⿺辶<呈>⿱口<王>⿱一土
速, ⿺辶束
造, ⿺辶<告>⿱𠂒口
逢, ⿺辶<夆>⿱夂丰
逮, ⿺辶隶
逸, ⿺辶免
逻, ⿺辶<罗>⿱罒<夕>⿴𠂊丶
逼, ⿺辶<畐>⿱<𠮛>⿱一口田
逾, ⿺辶俞
遂, ⿺辶㒸
遇, ⿺辶禺
遍, ⿺辶<扁>⿸户𠕁
遏, ⿺辶<曷>⿱日<匃>⿹勹<亾>⿺𠃊人
道, ⿺辶<首>⿱丷<𦣻>⿱一自
遗, ⿺辶<贵>⿱<𠀐>⿱<中>⿻口丨一贝
遣, ⿺辶<𠳋>⿱<𠀐>⿱<中>⿻口丨一㠯
遥, ⿺辶䍃
遭, ⿺辶<曹>⿱<CDP-8D61>⿻一曲日
遮, ⿺辶<庶>⿸广⿱廿灬
遵, ⿺辶尊
避, ⿺辶<辟>⿰𡰪<辛>⿱立十
邀, ⿺辶<敫>⿰<CDP-8CE0>⿱白方攵
邑, ⿱口巴
邓, ⿰又阝
邢, ⿰<开>⿱一廾阝
那, ⿰<CDP-89FA>⿻<刀>⿹𠃌丿二阝
邦, ⿰丰阝
邪, ⿰牙阝
邮, ⿰由阝
邻, ⿰令阝
郁, ⿰<有>⿸𠂇月阝
郊, ⿰交阝
郎, ⿰<CDP-8C42>⿱丶<CDP-8B7C>;阝
郑, ⿰关阝
部, ⿰<咅>⿱立口阝
郭, ⿰<享>⿳亠口子阝
都, ⿰<者>⿸耂日阝
鄙, ⿰<啚>⿱口<㐭>⿱亠<回>⿴囗口阝
酌, ⿰酉<勺>⿹勹丶
配, ⿰酉己
酒, ⿰氵酉
酗, ⿰酉<凶>⿶凵㐅
酝, ⿰酉<云>⿱二厶
酣, ⿰酉甘
酥, ⿰酉禾
酪, ⿰酉<各>⿱夂口
酬, ⿰酉州
酱, ⿱⿰丬<夕>⿴𠂊丶酉
酵, ⿰酉<孝>⿱耂子
酷, ⿰酉<告>⿱𠂒口
酸, ⿰酉<夋>⿱<允>⿱厶儿夂
酿, ⿰酉<良>⿱丨艮
醇, ⿰酉<享>⿳亠口子
醉, ⿰酉<卒>⿱<𠅃>⿱亠<从>⿰人人十
醋, ⿰酉<昔>⿱龷日
醒, ⿰酉<星>⿱日生
采, ⿱爫木
释, ⿰<釆>⿱丿米<𠬤>⿱又<CDP-8BF1>⿻二丨
里, ⿱<CDP-8BD9>⿻甲一一
野, ⿰里<予>⿱龴<𠄐>⿱乛亅
量, ⿱<旦>⿱日一里
鉴, ⿱⿰〢<个>⿱𠂉丶金
针, ⿰钅十
钉, ⿰钅丁
钓, ⿰钅<勺>⿹勹丶
钙, ⿰钅丐
钝, ⿰钅<屯>⿻丿<𡳾>⿻凵乚
钞, ⿰钅<少>⿱小丿
钟, ⿰钅<中>⿻口丨
钠, ⿰钅<内>⿻冂人
钢, ⿰钅<冈>⿵冂㐅
钥, ⿰钅月
钦, ⿰钅欠
钧, ⿰钅<匀>⿹勹冫
钩, ⿰钅<勾>⿹勹厶
钮, ⿰钅丑
钱, ⿰钅<戋>⿻戈一
钳, ⿰钅甘
钻, ⿰钅<占>⿱⺊口
钾, ⿰钅甲
铁, ⿰钅<失>⿰丿夫
铃, ⿰钅令
铅, ⿰钅⿱𠘧口
铆, ⿰钅<卯>⿰𠂎卩
铐, ⿰钅<考>⿱耂<丂>⿱一㇉
铛, ⿰钅<当>⿱⺌彐
铜, ⿰钅<同>⿵<𠔼>⿵冂一口
铝, ⿰钅<吕>⿱口口
铡, ⿰钅<则>⿰贝刂
铣, ⿰钅<先>⿱𠂒儿
铭, ⿰钅<名>⿱<夕>⿴𠂊丶口
铲, ⿰钅产
银, ⿰钅艮
铸, ⿰钅<寿>⿸丰寸
铺, ⿰钅甫
链, ⿰钅<连>⿺辶车
销, ⿰钅<肖>⿱⺌月
锁, ⿰钅⿱⺌贝
锄, ⿰钅<助>⿰且力
锅, ⿰钅<呙>⿱口<内>⿻冂人
锈, ⿰钅<秀>⿱禾<乃>⿹𠄎丿
锉, ⿰钅<坐>⿻土<从>⿰人人
锋, ⿰钅<夆>⿱夂丰
锌, ⿰钅<辛>⿱立十
锐, ⿰钅<兑>⿱丷<兄>⿱口儿
错, ⿰钅<昔>⿱龷日
锚, ⿰钅<苗>⿱艹田
锡, ⿰钅<易>⿱日勿
锣, ⿰钅<罗>⿱罒<夕>⿴𠂊丶
锤, ⿰钅垂
锥, ⿰钅隹
锦, ⿰钅<帛>⿱白巾
锨, ⿰钅<欣>⿰斤欠
锭, ⿰钅<定>⿱宀<𤴓>⿱一龰
键, ⿰钅<建>⿺廴聿
锯, ⿰钅<居>⿸尸<古>⿱十口
锰, ⿰钅<孟>⿱子皿
锹, ⿰钅<秋>⿰禾<火>⿱八人
锻, ⿰钅<段>⿰<CDP-8CE4>;<殳>⿱几又
镀, ⿰钅<度>⿸广<CDP-8C46>⿱廿又
镇, ⿰钅<真>⿱十具
镊, ⿰钅<聂>⿱耳<双>⿰又又
镐, ⿰钅<高>⿳亠口冋
镜, ⿰钅<竟>⿱<音>⿱立日儿
镣, ⿰钅尞
镰, ⿰钅<廉>⿸广兼
镶, ⿰钅<襄>⿳亠⿱<吅>⿰口口<𠀎>⿱井一𧘇
闪, ⿵门人
闭, ⿵门才
问, ⿵门口
闯, ⿵门马
闰, ⿵门<王>⿱一土
闲, ⿵门木
间, ⿵门日
闷, ⿵门心
闸, ⿵门甲
闹, ⿵门<市>⿱亠巾
闺, ⿵门<圭>⿱土土
闻, ⿵门耳
闽, ⿵门虫
阀, ⿵门<伐>⿰亻戈
阁, ⿵门<各>⿱夂口
阅, ⿵门<兑>⿱丷<兄>⿱口儿
阎, ⿵门<臽>⿱勹臼
阐, ⿵门单
阔, ⿵门<活>⿰氵舌
队, ⿰阝人
阱, ⿰阝井
防, ⿰阝方
阳, ⿰阝日
阴, ⿰阝月
阵, ⿰阝车
阶, ⿰阝<介>⿱𠆢<CDP-8BF5>⿰丿丨
阻, ⿰阝且
阿, ⿰阝可
附, ⿰阝<付>⿰亻寸
际, ⿰阝示
陆, ⿰阝<击>⿱<CDP-8BF1>⿻二丨凵
陈, ⿰阝东
陋, ⿰阝⿺𠃊<丙>⿱一<内>⿻冂人
陌, ⿰阝<百>⿱一白
降, ⿰阝<夅>⿱夂㐄
限, ⿰阝艮
陕, ⿰阝<夹>⿻夫丷
陡, ⿰阝<走>⿱土龰
院, ⿰阝<完>⿱宀元
除, ⿰阝余
陨, ⿰阝<员>⿱口贝
险, ⿰阝佥
陪, ⿰阝<咅>⿱立口
陵, ⿰阝<夌>⿱<圥>⿱土儿夂
陶, ⿰阝<匋>⿹勹缶
陷, ⿰阝<臽>⿱勹臼
隅, ⿰阝禺
隆, ⿰阝⿱夂生
随, ⿰阝<迶>⿺辶<有>⿸𠂇月
隐, ⿰阝<急>⿱<刍>⿱𠂊彐心
隔, ⿰阝鬲
隘, ⿰阝<益>⿳䒑八皿
隙, ⿰阝<𡭴>⿳小日小
障, ⿰阝<章>⿱立<早>⿱日十
隧, ⿰阝<遂>⿺辶㒸
难, ⿰又隹
雀, ⿱小隹
雁, ⿸厂<倠>⿰亻隹
雄, ⿰<厷>⿸𠂇厶隹
雅, ⿰牙隹
集, ⿱隹木
雇, ⿸户隹
雌, ⿰此隹
雏, ⿰<刍>⿱𠂊彐隹
雕, ⿰<周>⿵⺆<𠮷>⿱土口隹
雨, uni
雪, ⿱雨彐
雳, ⿱雨<历>⿸厂力
零, ⿱雨令
雷, ⿱雨田
雹, ⿱雨包
雾, ⿱雨<务>⿱夂力
需, ⿱雨而
震, ⿱雨辰
霉, ⿱雨<每>⿱𠂉母
霍, ⿱雨隹
霎, ⿱雨<妾>⿱立女
霜, ⿱雨<相>⿰木目
霞, ⿱雨叚
露, ⿱雨<路>⿰𧾷<各>⿱夂口
霸, ⿱雨<䩗>⿰革月
霹, ⿱雨<辟>⿰𡰪<辛>⿱立十
青, ⿱龶月
靖, ⿰立<青>⿱龶月
静, ⿰<青>⿱龶月争
靠, ⿱<吿>⿱牛口非
靡, ⿸<麻>⿸广<林>⿰木木非
面, uni
靴, ⿰革<化>⿰亻匕
靶, ⿰革巴
鞋, ⿰革<圭>⿱土土
鞍, ⿰革<安>⿱宀女
鞠, ⿰革<匊>⿹勹米
鞭, ⿰革<便>⿰亻更
韧, ⿰韦刃
韩, ⿰<𠦝>⿱十<早>⿱日十韦
韭, ⿱非一
音, ⿱立日
韵, ⿰<音>⿱立日匀
顶, ⿰丁页
顷, ⿰匕页
项, ⿰工页
顺, ⿰川页
须, ⿰彡页
顽, ⿰元页
顾, ⿰<厄>⿸厂㔾页
顿, ⿰<屯>⿻丿<𡳾>⿻凵乚页
颁, ⿰<分>⿱八<刀>⿹𠃌丿页
颂, ⿰<公>⿱八厶页
预, ⿰<予>⿱龴<𠄐>⿱乛亅页
颅, ⿰卢页
领, ⿰令页
颇, ⿰皮页
颈, ⿰𢀖页
颊, ⿰<夹>⿻夫丷页
频, ⿰<步>⿱止𣥂页
颓, ⿰<秃>⿱禾几页
颖, ⿰⿱匕禾页
颗, ⿰<果>⿻日木页
题, ⿺<是>⿱日<𤴓>⿱一龰页
颜, ⿰<彦>⿸产彡页
额, ⿰<客>⿱宀<各>⿱夂口页
颠, ⿰<真>⿱十具页
颤, ⿰亶页
风, uni
飒, ⿰立风
飘, ⿰<票>⿱西示风
食, uni
餐, ⿱<𣦼>⿰歺又食
饥, ⿰饣几
饭, ⿰饣反
饮, ⿰饣欠
饰, ⿰饣<CDP-8DB3>⿱𠂉巾
饱, ⿰饣包
饲, ⿰饣司
饵, ⿰饣耳
饶, ⿰饣尧兀
饺, ⿰饣交
饼, ⿰饣并
饿, ⿰饣我
馁, ⿰饣<妥>⿱爫女
馅, ⿰饣<臽>⿱勹臼
馆, ⿰饣<官>⿱宀㠯
馋, ⿰饣⿱免<⺀>⿱丶丶
馍, ⿰饣<莫>⿱艹<旲>⿱日大
馏, ⿰饣<留>⿱卯田
馒, ⿰饣<曼>⿳日罒又
首, ⿱丷<𦣻>⿱一自
香, ⿱禾日
马, uni
驮, ⿰马大
驯, ⿰马川
驰, ⿰马也
驱, ⿰马<区>⿷匚㐅
驳, ⿰马<爻>⿱㐅<乂>⿻丿乀
驴, ⿰马<户>⿱丶尸
驶, ⿰马史
驹, ⿰马<句>⿹勹口
