怀 zuodian-dian-shu-heng-pie-shu-dian
摄 heng-shugou-ti-heng-shu-shu-heng-heng-heng-hengpie-dian-hengpie-na
歆 dian-heng-dian-pie-heng-shu-hengzhe-heng-heng-pie-henggou-pie-na
俉 pie-shu-heng-shu-hengzhe-heng-shu-hengzhe-heng
么 pie-piezhe-dian
勋 shu-hengzhe-heng-shu-hengzhe-shupie-dian-hengzhegou-shupie
浊 dian-dian-ti-shu-hengzhe-heng-shu-ti-dian
凍 dian-ti-heng-shu-hengzhe-heng-heng-shu-pie-na
偌 pie-shu-heng-shu-pie-heng-pie-shu-hengzhe-heng
哏 shu-hengzhe-heng-hengzhe-heng-heng-shuti-pie-na
坎 heng-shu-ti-pie-henggou-pie-na
煳 dian-pie-shupie-dian-heng-shu-shu-hengzhe-heng-shupie-hengzhegou-heng-heng
廓 dian-heng-shupie-dian-heng-shu-hengzhe-heng-hengpie-shugou-heng-hengpiewangou-shu
柙 heng-shu-pie-dian-shu-hengzhe-heng-heng-shu
櫛 heng-shu-pie-dian-pie-heng-dian-pie-heng-dian-hengzhe-heng-heng-shuti-dian-hengzhegou-shu
渎 dian-dian-ti-heng-shu-henggou-dian-dian-heng-shupie-dian
佞 pie-shu-heng-heng-piedian-pie-heng
監 heng-shu-hengzhe-heng-shu-shu-pie-heng-dian-shu-hengzhe-shu-shu-heng
兢 heng-shu-shu-hengzhe-heng-pie-shuti-heng-shu-shu-hengzhe-heng-pie-shuwangou
嗥 shu-hengzhe-heng-pie-shu-hengzhe-heng-heng-heng-pie-na-heng-shu
呤 shu-hengzhe-heng-pie-na-dian-hengpie-dian
学 dian-dian-pie-pie-henggou-hengpie-shugou-heng
潇 dian-dian-ti-heng-shu-pie-hengzhe-heng-heng-shu-shupie-shu-pie-dian
恬 zuodian-dian-shu-pingpie-heng-shu-shu-hengzhe-heng
擯 heng-shugou-ti-dian-zuodian-henggou-heng-shu-zuodian-pie-shu-hengzhe-heng-heng-heng-pie-dian
獸 shu-hengzhe-heng-shu-hengzhe-heng-shu-hengzhe-heng-shu-heng-heng-shu-hengzhe-heng-heng-shupie-na-dian
仳 pie-shu-heng-shuti-pie-shuwangou
淵 dian-dian-ti-shupie-shu-shu-heng-shuzhe-heng-hengzhe-heng-shu
汴 dian-dian-ti-dian-heng-shu-dian
烷 zuodian-pie-shupie-dian-dian-zuodian-henggou-heng-heng-pie-shuwangou
培 heng-shu-ti-dian-heng-dian-pie-heng-shu-hengzhe-heng
噸 shu-hengzhe-heng-heng-shuzhe-shu-shuti-heng-pie-shu-hengzhegou-heng-heng-heng-pie-dian
嫻 piedian-pie-heng-shu-hengzhe-heng-heng-shu-hengzhegou-heng-heng-heng-shu-pie-dian
畺 heng-shu-hengzhe-heng-shu-heng-heng-shu-hengzhe-heng-shu-heng-heng
痦 dian-heng-shupie-dian-ti-heng-shu-hengzhe-heng-shu-hengzhe-heng
持 heng-shugou-ti-heng-shu-heng-heng-shugou-dian
技 heng-shugou-ti-heng-shu-hengpie-na
昃 shu-hengzhe-heng-heng-heng-shupie-pie-na
憂 heng-pie-shu-hengzhe-heng-heng-zuodian-henggou-zuodian-wogou-dian-dian-pie-hengpie-na
撄 heng-shugou-ti-shu-hengzhe-shupie-dian-shu-hengzhe-shupie-dian-piedian-pie-heng
标 heng-shu-pie-dian-heng-heng-shugou-zuodian-dian
殆 heng-pie-hengpie-dian-piezhe-dian-shu-hengzhe-heng
伉 pie-shu-dian-heng-pie-hengzhewangou
予 hengpie-dian-henggou-shugou
吏 heng-shu-hengzhe-heng-shupie-na
瞎 shu-hengzhe-heng-heng-heng-dian-zuodian-henggou-heng-heng-heng-shu-shu-hengzhe-heng
妒 piedian-pie-heng-dian-hengzhe-heng-shupie
岔 pie-na-hengzhegou-pie-shu-shuzhe-shu
掖 heng-shugou-ti-dian-heng-pie-shu-pie-hengpie-dian-na
樛 heng-shu-pie-dian-hengzhe-dian-ti-hengzhe-dian-ti-pie-na-pie-pie-pie
瑶 heng-heng-shu-ti-pingpie-dian-dian-pie-pie-heng-heng-shu-shuzhe-shu
氟 pie-heng-heng-hengzhexiegou-hengzhe-heng-shuzhezhegou-shupie-shu
匡 heng-heng-heng-shu-heng-shuzhe
加 hengzhegou-shupie-shu-hengzhe-heng
嘣 shu-hengzhe-heng-shu-shuzhe-shu-shupie-hengzhegou-heng-heng-shupie-hengzhegou-heng-heng
冢 zuodian-henggou-heng-pie-wangou-pie-pie-dian-pie-na
甥 pie-heng-heng-shu-ti-shu-hengzhe-heng-shu-heng-hengzhegou-pie
咤 shu-hengzhe-heng-dian-zuodian-henggou-pingpie-heng-shuwangou
宦 dian-zuodian-henggou-heng-shu-hengzhe-heng-shu-shuzhe
弩 piedian-pie-heng-hengpie-na-hengzhe-heng-shuzhezhegou
嶪 shu-shuzhe-shu-shu-shu-dian-pie-heng-dian-pie-heng-heng-heng-shu-pie-na
悬 shu-hengzhe-heng-heng-heng-piezhe-dian-zuodian-wogou-dian-dian
榲 heng-shu-pie-dian-shu-hengzhe-pie-dian-heng-shu-hengzhe-shu-shu-heng
洵 dian-dian-ti-pie-hengzhegou-shu-hengzhe-heng-heng
疟 dian-heng-shupie-dian-pie-heng-shuzhe-heng
厶 piezhe-dian
圹 heng-shu-ti-dian-heng-shupie
墼 heng-shu-hengzhe-heng-heng-heng-shu-shuzhe-dian-pie-hengzhewan-hengpie-na-heng-shu-heng
尿 hengzhe-heng-shupie-shugou-hengpie-pie-na
晃 shu-hengzhegou-heng-heng-shu-dian-pie-heng-pie-shuwangou
懂 zuodian-dian-shu-heng-shu-pie-pingpie-heng-shu-hengzhe-heng-heng-shu-heng-heng
故 heng-shu-shu-hengzhe-heng-pie-heng-pie-na
擄 heng-shugou-ti-shu-heng-henggou-shupie-heng-shuwangou-shu-hengzhe-heng-shu-heng-hengzhegou-pie
毆 heng-shu-hengzhe-heng-shu-hengzhe-heng-shu-hengzhe-heng-shuzhe-pie-hengzhewan-hengpie-na
佉 pie-shu-heng-shu-heng-piezhe-dian
癍 dian-heng-shupie-dian-ti-heng-heng-shu-ti-dian-heng-pie-dian-heng-heng-shu-heng
剋 heng-shu-shu-hengzhe-heng-pie-shuwangou-shu-shugou
免 pie-hengpie-shu-hengzhe-heng-pie-shuwangou
城 heng-shu-ti-heng-shupie-hengzhegou-xiegou-pie-dian
孑 hengpie-shugou-ti
姒 piedian-pie-heng-shuti-dian-shupie-dian
揖 heng-shugou-ti-shu-hengzhe-heng-heng-shu-shu-heng-heng-heng
橛 heng-shu-pie-dian-heng-shupie-dian-pie-heng-shuzhe-shu-pie-pie-hengpie-pie-na
楝 heng-shu-pie-dian-heng-shu-hengzhe-dian-pie-heng-shu-pie-na
江 dian-dian-ti-heng-shu-heng
俞 pie-na-heng-shu-hengzhegou-heng-heng-shu-shugou
卡 shu-heng-heng-shu-dian
狠 pie-wangou-pie-hengzhe-heng-heng-shuti-pie-na
癣 dian-heng-shupie-dian-ti-pie-hengpie-shu-hengzhe-heng-shu-heng-ti-dian-pie-heng-heng-heng-shu
啥 shu-hengzhe-heng-pie-na-heng-heng-shu-shu-hengzhe-heng
瓤 dian-heng-shu-hengzhe-heng-shu-hengzhe-heng-heng-heng-shu-shu-heng-pie-shuti-pie-dian-pie-shupie-shuti-dian-na
牌 shupie-shu-heng-hengzhe-pie-shu-hengzhe-heng-heng-pie-heng-shu
實 dian-zuodian-henggou-shuzhe-hengzhegou-shu-heng-shu-hengzhe-heng-heng-heng-pie-dian
彩 pingpie-dian-dian-pie-heng-shu-pie-dian-pie-pie-pie
廨 dian-heng-shupie-pie-hengpie-shupie-hengzhegou-heng-heng-shu-hengzhegou-pie-pie-heng-heng-shu
扫 heng-shugou-ti-hengzhe-heng-heng
惬 zuodian-dian-shu-heng-heng-dian-pie-heng-shupie-dian-shuzhe
摯 heng-shu-heng-dian-pie-heng-heng-shu-shupie-hengzhexiegou-dian-pingpie-heng-heng-shugou
瑤 heng-heng-shu-ti-pie-dian-dian-hengpie-pie-heng-heng-shu-shuzhe-shu
乳 pingpie-dian-dian-pie-hengpie-shugou-ti-shuwangou
槲 heng-shu-pie-dian-pie-hengpie-shupie-hengzhegou-heng-heng-shu-dian-dian-heng-shu
滿 dian-dian-ti-heng-shu-shu-heng-shu-hengzhegou-shu-pie-dian-pie-dian
偷 pie-shu-pie-na-heng-shu-hengzhegou-heng-heng-shu-shugou
叶 shu-hengzhe-heng-heng-shu
睹 shu-hengzhe-heng-heng-heng-heng-shu-heng-pie-shu-hengzhe-heng-heng
相 heng-shu-pie-dian-shu-hengzhegou-heng-heng-heng
潤 dian-dian-ti-shu-hengzhegou-heng-heng-shu-hengzhegou-heng-heng-heng-heng-shu-heng
痺 dian-heng-shupie-dian-ti-pie-shu-hengzhegou-heng-heng-pie-heng-shu
好 piedian-pie-heng-hengpie-shugou-heng
屿 shu-shuzhe-shu-heng-shuzhezhegou-heng
忾 zuodian-dian-shu-pie-heng-heng-hengzhewangou
滁 dian-dian-ti-hengpiewangou-shu-pie-na-heng-heng-shu-zuodian-dian
怂 pie-dian-pie-na-zuodian-wogou-dian-dian
撅 heng-shugou-ti-heng-shupie-dian-zuodian-heng-shuzhe-shu-shupie-pie-hengpie-pie-na
榇 heng-shu-pie-dian-dian-heng-dian-pie-heng-heng-shugou-zuodian-dian
樆 heng-shu-pie-dian-dian-heng-pie-dian-shuzhe-shu-shu-hengzhegou-piezhe-dian
争 pie-hengpie-hengzhe-heng-heng-shugou
压 heng-shupie-heng-shu-heng-dian
傍 pie-shu-dian-heng-dian-pie-zuodian-henggou-dian-heng-hengzhegou-pie
焌 zuodian-pie-shupie-dian-piezhe-dian-pie-dian-pie-hengpie-na
喏 shu-hengzhe-heng-heng-shu-pie-heng-pie-shu-hengzhe-heng
嘎 shu-hengzhe-heng-heng-pie-shu-hengzhe-heng-heng-heng-heng-xiegou-pie-dian
崔 shu-shuzhe-shu-pie-shu-dian-heng-heng-heng-shu-heng
或 heng-shu-hengzhe-heng-ti-xiegou-pie-dian
癔 dian-heng-shupie-dian-ti-dian-heng-dian-pie-heng-shu-hengzhe-heng-heng-zuodian-wogou-dian-dian
殛 heng-pie-hengpie-dian-hengpie-shugou-shu-hengzhe-heng-hengpie-dian-heng
條 pie-shu-shu-pie-heng-pie-na-heng-shugou-zuodian-dian
渤 dian-dian-ti-heng-shu-zuodian-henggou-hengpie-shugou-ti-hengzhegou-shupie
涟 dian-dian-ti-heng-piezhe-heng-shu-dian-hengzhezhepie-pingna
丞 hengpie-shugou-hengpie-pie-na-heng
务 pie-hengpie-na-hengzhegou-pie
匠 heng-pingpie-shupie-heng-shu-shuzhe
垣 heng-shu-ti-heng-shu-hengzhe-heng-heng-heng
咥 shu-hengzhe-heng-heng-piezhe-dian-heng-shu-heng
唤 shu-hengzhe-heng-pie-hengpie-shu-hengzhe-heng-shupie-na
灏 dian-dian-ti-shu-hengzhe-heng-heng-dian-heng-shu-hengzhe-heng-shugou-zuodian-dian-heng-pie-shu-hengzhe-shupie-dian
悭 zuodian-dian-shu-shu-shu-hengpie-na-heng-shu-heng
犢 pie-heng-shu-ti-heng-shu-heng-shu-hengzhe-shu-shu-heng-shu-hengzhe-heng-heng-heng-pie-dian
斯 heng-shu-shu-heng-heng-heng-pie-dian-pie-shupie-heng-shu
澳 dian-dian-ti-pie-shu-hengzhe-dian-pie-heng-shu-pie-dian-heng-pie-na
栲 heng-shu-pie-dian-heng-shu-heng-pie-heng-shuzhezhegou
冷 dian-ti-pie-na-dian-hengpie-dian
制 pie-heng-heng-shu-hengzhegou-shu-shu-shugou
眸 shu-hengzhegou-heng-heng-heng-piezhe-dian-pie-heng-heng-shu
夼 heng-pie-na-shupie-shu-shu
柃 heng-shu-pie-dian-pie-na-dian-hengpie-dian
恂 zuodian-dian-shu-pie-hengzhegou-shu-hengzhe-heng-heng
擅 heng-shugou-ti-dian-heng-shu-hengzhe-shu-hengzhe-heng-heng-shu-hengzhe-heng-heng-heng
敄 hengpie-dian-henggou-shugou-pie-pie-heng-pie-na
仉 pie-shu-shupie-hengzhewangou
佈 pie-shu-heng-shupie-shu-hengzhegou-shu
友 heng-pie-hengpie-na
汊 dian-dian-ti-hengpie-na-dian
兌 dian-pie-shu-hengzhe-heng-pie-shuwangou
疮 dian-heng-shupie-dian-ti-pie-na-hengzhegou-shuwangou
噎 shu-hengzhe-heng-heng-shu-heng-zuodian-henggou-heng-shu-hengzhe-heng-dian-pie-heng
子 hengpie-shugou-heng
漸 dian-dian-ti-heng-shu-hengzhe-heng-heng-heng-shu-pie-shupie-heng-shu
曙 shu-hengzhe-heng-heng-shu-hengzhe-shu-shu-heng-heng-shu-heng-pie-shu-hengzhegou-heng-heng
毛 pingpie-heng-heng-shuwangou
煉 zuodian-pie-shupie-dian-heng-shu-hengzhe-dian-pie-heng-shu-pie-na
玻 heng-heng-shu-ti-henggou-shupie-shu-hengpie-na
乞 pie-heng-hengzhewangou
狡 pie-wangou-pie-dian-heng-pie-dian-pie-na
占 shu-heng-shu-hengzhe-heng
矣 piezhe-dian-pie-heng-heng-pie-na
氺 shugou-dian-ti-pie-dian
哥 heng-shu-hengzhe-heng-shu-heng-shu-hengzhe-heng-shugou
啤 shu-hengzhe-heng-pie-shu-hengzhe-heng-heng-shupie-heng-shu
婦 piedian-pie-heng-hengzhe-heng-heng-zuodian-henggou-shu-hengzhegou-shu
惭 zuodian-dian-shu-heng-shu-shu-heng-pie-shupie-heng-shu
旯 shu-hengzhe-heng-heng-pie-hengzhewangou
普 dian-pie-heng-shu-shu-dian-pie-heng-shu-hengzhegou-heng-heng
櫱 shu-shuzhe-shu-pie-shu-hengzhe-heng-hengzhe-heng-dian-heng-dian-pie-heng-heng-shu-heng-shu-ti-na
歰 hengzhegou-pie-zuodian-hengzhegou-pie-zuodian-shu-heng-shu-ti-shu-heng-shu-heng
俳 pie-shu-shu-heng-heng-ti-shu-heng-heng-heng
桲 heng-shu-pie-dian-heng-shu-zuodian-henggou-hengpie-shugou-heng
泵 heng-pie-shu-hengzhe-heng-shugou-hengpie-pie-na
浴 dian-dian-ti-pie-dian-pie-na-shu-hengzhe-heng
囹 shu-hengzhegou-pie-na-dian-hengpie-dian-heng
漕 dian-dian-ti-heng-shu-hengzhe-heng-shu-shu-heng-shu-hengzhegou-heng-heng
寻 hengzhe-heng-heng-heng-shuti-dian
壽 heng-shu-heng-henggou-heng-shu-heng-heng-shu-hengzhe-heng-heng-shugou-dian
奼 piedian-pie-heng-pie-heng-shuwangou
巿 heng-shu-hengzhegou-shu
幾 piezhe-piezhe-dian-piezhe-piezhe-dian-heng-pie-dian-xiegou-pie-dian
掀 heng-shugou-ti-pie-shupie-heng-shu-pie-hengpie-pie-na
會 pie-na-heng-shu-hengzhe-shu-dian-pie-heng-shu-hengzhegou-heng-heng
搅 heng-shugou-ti-dian-dian-pie-zuodian-henggou-shu-hengzhe-pie-shuwangou
三 heng-heng-heng
侈 pie-shu-pie-hengpie-dian-pie-hengpie-dian
匋 pie-hengzhegou-pie-heng-heng-shu-shuzhe-shu
倍 pie-shu-dian-heng-dian-pie-heng-shu-hengzhe-heng
册 shupie-hengzhegou-shupie-hengzhegou-heng
唏 shu-hengzhe-heng-pie-dian-heng-pie-shu-hengzhegou-shu
嚎 shu-hengzhe-heng-dian-heng-shu-hengzhe-heng-zuodian-henggou-heng-pie-wangou-pie-pie-pie-na
娑 dian-dian-ti-shu-zuodian-dian-pie-piedian-pie-heng
父 pie-dian-pie-na
弓 hengzhe-heng-shuzhezhegou
墒 heng-shu-ti-dian-heng-dian-pie-shu-hengzhegou-pie-dian-shu-hengzhe-heng
尕 hengzhezhezhe勾-pie-shugou-zuodian-dian
獯 pie-wangou-pie-pingpie-heng-shu-hengzhe-dian-pie-heng-shu-heng-heng-zuodian-dian-dian-dian
抖 heng-shugou-ti-dian-dian-heng-shu
昙 shu-hengzhe-heng-heng-heng-heng-piezhe-dian
枘 heng-shu-pie-dian-shu-hengzhegou-shupie-dian
栝 heng-shu-pie-dian-pie-heng-shu-shu-hengzhe-heng
榜 heng-shu-pie-dian-dian-heng-dian-pie-zuodian-henggou-dian-heng-hengzhegou-pie
亞 heng-shu-heng-shuzhezhe-shuzhezhe-heng-shu-heng
圣 hengpie-na-heng-shu-heng
傢 pie-shu-dian-zuodian-henggou-heng-pie-wangou-pie-pie-pie-na
琥 heng-heng-shu-ti-shu-heng-henggou-shupie-heng-shuwangou-pie-hengzhewangou
疤 dian-heng-shupie-dian-ti-hengzhe-shu-heng-shuwangou
大 heng-shupie-na
琳 heng-heng-shu-ti-heng-shu-pie-dian-heng-shu-pie-na
徨 pie-pie-shu-pie-shu-hengzhe-heng-heng-heng-heng-shu-heng
挫 heng-shugou-ti-pie-dian-pie-dian-heng-shu-heng
憬 zuodian-dian-shu-shu-hengzhe-heng-heng-dian-heng-shu-hengzhe-heng-shugou-zuodian-dian
支 heng-shu-hengpie-na
暮 heng-shu-pie-shu-hengzhe-heng-heng-heng-pie-na-shu-hengzhegou-heng-heng
樱 heng-shu-pie-dian-shu-hengzhe-shupie-dian-shu-hengzhe-shupie-dian-piedian-pie-heng
漳 dian-dian-ti-dian-heng-dian-pie-heng-shu-hengzhe-heng-heng-heng-shu
滲 dian-dian-ti-piezhe-dian-piezhe-dian-piezhe-dian-pie-na-pie-pie-pie
氵 dian-dian-ti
瘰 dian-heng-shupie-dian-ti-shu-hengzhe-heng-shu-heng-piezhe-piezhe-dian-shugou-zuodian-dian
儷 pie-shu-heng-shu-hengzhe-dian-heng-shu-hengzhe-dian-dian-heng-shupie-hengzhe-shu-shu-heng-heng-shuti-pie-shuwangou
状 dian-ti-shu-heng-shupie-na-dian
嘹 shu-hengzhe-heng-heng-pie-na-dian-pie-shu-hengzhe-heng-heng-shugou-zuodian-dian
垸 heng-shu-ti-dian-zuodian-henggou-heng-heng-pie-shuwangou
涞 dian-dian-ti-heng-dian-pie-heng-shu-pie-na
盹 shu-hengzhe-heng-heng-heng-heng-shuzhe-shu-shuwangou
庾 dian-heng-shupie-pie-shu-heng-hengzhe-heng-heng-shupie-na
扁 dian-hengzhe-heng-shupie-shu-hengzhegou-heng-shu-shu
揀 heng-shugou-ti-heng-shu-hengzhe-dian-pie-heng-shu-pie-na
权 heng-shu-pie-dian-hengpie-na
摅 heng-shugou-ti-shu-heng-henggou-shupie-heng-shuwangou-zuodian-wogou-dian-dian
旄 dian-heng-hengzhegou-pie-pie-heng-pingpie-heng-heng-shuwangou
櫆 heng-shu-pie-dian-pie-shu-hengzhe-heng-shu-heng-pie-shuwangou-piezhe-dian-dian-dian-heng-shu
义 dian-pie-na
泊 dian-dian-ti-pie-shu-hengzhegou-heng-heng
凌 dian-ti-heng-shu-heng-pie-dian-pie-hengpie-na
問 shu-hengzhe-heng-heng-shu-hengzhegou-heng-heng-shu-hengzhe-heng
盎 shu-hengzhe-heng-shupie-na-shu-hengzhe-shu-shu-heng
寐 dian-zuodian-henggou-shuzhe-shu-heng-pie-heng-heng-shu-pie-na
当 shu-dian-pie-hengzhe-heng-heng
玢 heng-heng-shu-ti-pie-na-hengzhegou-pie
展 hengzhe-heng-shupie-heng-shu-shu-heng-shuti-pie-na
巔 shu-shuzhe-shu-shuwangou-pingpie-shu-hengzhe-heng-heng-heng-shuzhe-pie-dian-heng-pie-shu-hengzhe-heng-heng-heng-pie-dian
拖 heng-shugou-ti-pie-heng-hengzhegou-shu-shuwangou
柘 heng-shu-pie-dian-heng-pie-shu-hengzhe-heng
歛 pie-dian-heng-shu-hengzhe-heng-shu-hengzhe-heng-pie-dian-pie-dian-pie-henggou-pie-na
據 heng-shugou-ti-shu-heng-henggou-shupie-heng-shuwangou-heng-pie-wangou-pie-pie-pie-na
槜 heng-shu-pie-dian-pie-shu-dian-heng-heng-heng-shu-heng-hengzhezhezhe勾-pie
仞 pie-shu-hengzhegou-pie-zuodian
剡 dian-pie-shupie-dian-dian-pie-pie-dian-shu-shugou
叠 hengpie-dian-hengpie-dian-hengpie-dian-zuodian-henggou-shu-hengzhe-heng-heng-heng
督 shu-heng-heng-shu-pie-dian-hengpie-na-shu-hengzhegou-heng-heng-heng
狺 pie-wangou-pie-dian-heng-heng-heng-shu-hengzhe-heng
嗤 shu-hengzhe-heng-shuzhe-shu-shu-heng-shu-hengzhe-heng-shu-ti-dian
奧 pie-shu-hengzhe-pingpie-dian-pie-heng-shu-pie-dian-heng-pie-na
嫦 piedian-pie-heng-shu-dian-pie-zuodian-henggou-shu-hengzhe-heng-shu-hengzhegou-shu
峪 shu-shuzhe-shu-pie-dian-pie-na-shu-hengzhe-heng
恭 heng-shu-shu-heng-pie-na-shugou-zuodian-dian-dian
橱 heng-shu-pie-dian-heng-shupie-heng-shu-hengzhe-heng-dian-pie-ti-heng-shugou-dian
佳 pie-shu-heng-shu-heng-heng-shu-heng
棲 heng-shu-pie-dian-heng-hengzhe-heng-heng-shu-piedian-pie-heng
具 shu-hengzhe-heng-heng-heng-heng-pie-dian
噹 shu-hengzhe-heng-shu-dian-pie-zuodian-henggou-shu-hengzhe-heng-shu-hengzhe-heng-shu-heng
埸 heng-shu-ti-shu-hengzhe-heng-heng-pie-hengzhegou-pie-pie
哺 shu-hengzhe-heng-heng-shu-hengzhegou-heng-heng-shu-dian
廾 heng-pie-shu
搀 heng-shugou-ti-pie-hengpie-shu-hengzhe-heng-pie-shuwangou-dian-dian
悃 zuodian-dian-shu-shu-shuwangou-heng-shu-pie-dian-heng
瘀 dian-heng-shupie-dian-ti-dian-heng-hengzhegou-pie-pie-na-dian-dian
榉 heng-shu-pie-dian-dian-dian-pie-heng-pie-na-heng-heng-shu
栈 heng-shu-pie-dian-heng-heng-xiegou-pie-dian
咋 shu-hengzhe-heng-pie-heng-shu-heng-heng
權 heng-shu-pie-dian-shu-heng-pie-heng-shu-hengzhe-heng-shu-hengzhe-heng-pie-shu-dian-heng-heng-heng-shu-heng
瞍 shu-hengzhe-heng-heng-heng-pie-shu-heng-hengzhe-heng-heng-shu-hengpie-na
嘌 shu-hengzhe-heng-heng-shu-hengzhe-shu-shu-heng-heng-heng-shugou-zuodian-dian
犏 pie-heng-shu-ti-dian-hengzhe-heng-shupie-shu-hengzhegou-heng-shu-shu
犬 heng-shupie-na-dian
疬 dian-heng-shupie-dian-ti-heng-shupie-hengzhegou-pie
墓 heng-shu-pie-shu-hengzhegou-heng-heng-heng-pie-na-heng-shu-heng
弒 pie-dian-heng-shugou-zuodian-dian-dian-ti-heng-shu-ti-xiegou-dian
宕 dian-zuodian-henggou-heng-pie-shu-hengzhe-heng
暗 shu-hengzhe-heng-heng-dian-heng-dian-pie-heng-shu-hengzhegou-heng-heng
潘 dian-dian-ti-pingpie-dian-pie-heng-shu-pie-na-shu-hengzhe-heng-shu-heng
潟 dian-dian-ti-pie-shu-heng-hengzhe-heng-heng-pie-hengzhegou-zuodian-dian-dian-dian
沛 dian-dian-ti-heng-shu-hengzhegou-shu
挚 heng-shugou-ti-pie-hengzhexiegou-dian-pingpie-heng-heng-shugou
依 pie-shu-dian-heng-pie-shuti-pie-na
东 heng-piezhe-shugou-zuodian-dian
疡 dian-heng-shupie-dian-ti-hengzhezhezhe勾-pie-pie
吠 shu-hengzhe-heng-heng-shupie-na-dian
傣 pie-shu-heng-heng-heng-shupie-na-shugou-dian-ti-pie-dian
眢 pie-hengpie-dian-hengzhegou-shuwangou-shu-hengzhegou-heng-heng-heng
厥 heng-shupie-dian-pie-heng-shuzhe-shu-shupie-pie-henggou-pie-na
判 dian-pie-heng-heng-shupie-shu-shugou
座 dian-heng-shupie-pie-dian-pie-dian-heng-shu-heng
崦 shu-shuzhe-shu-heng-pie-na-shu-hengzhe-heng-heng-shuwangou
妩 piedian-pie-heng-heng-heng-shupie-shuwangou
撫 heng-shugou-ti-pie-heng-heng-shu-shu-shu-shu-heng-zuodian-dian-dian-dian
嬪 piedian-pie-heng-dian-zuodian-henggou-heng-shu-zuodian-pie-shu-hengzhe-heng-heng-heng-pie-dian
枭 pie-hengzhegou-dian-shuzhezhegou-heng-shu-pie-na
昬 hengzhe-heng-shuti-heng-xiegou-shu-hengzhegou-heng-heng
煜 dian-pie-shupie-dian-shu-hengzhe-heng-heng-dian-heng-dian-pie-heng
氰 pie-heng-heng-hengzhewangou-heng-heng-shu-heng-shu-hengzhegou-heng-heng
梳 heng-shu-pie-dian-dian-heng-piezhe-dian-pie-shu-shuwangou
伲 pie-shu-hengzhe-heng-shupie-pie-shuwangou
段 pie-shu-heng-heng-ti-shupie-hengzhewan-hengpie-na
嚷 shu-hengzhe-heng-dian-heng-shu-hengzhe-heng-shu-hengzhe-heng-heng-heng-shu-shu-heng-pie-shuti-pie-na
熹 heng-shu-heng-shu-hengzhe-heng-dian-pie-heng-shu-hengzhe-heng-zuodian-dian-dian-dian
区 heng-pie-dian-shuzhe
徽 pie-pie-shu-shu-shuzhe-shu-heng-piezhe-piezhe-dian-shugou-zuodian-dian-pie-heng-pie-na
帼 shu-hengzhegou-shu-shu-hengzhegou-heng-heng-shu-heng-dian-heng
夾 heng-shupie-na-pie-dian-pie-dian
旁 dian-heng-dian-pie-zuodian-henggou-dian-heng-hengzhegou-pie
摀 heng-shugou-ti-pie-shu-hengzhe-heng-heng-hengzhegou-zuodian-dian-dian-dian
杂 pie-hengzhewangou-heng-shugou-zuodian-dian
熊 piezhe-dian-shu-hengzhe-heng-heng-pingpie-shuwangou-pie-shuwangou-zuodian-dian-dian-dian
爷 pie-dian-pie-na-hengzhegou-shu
仇 pie-shu-shupie-hengzhewangou
浆 dian-ti-shu-pie-hengpie-dian-shugou-hengpie-pie-na
案 dian-zuodian-henggou-piezhe-pie-heng-heng-shu-pie-na
矍 shu-hengzhe-heng-heng-heng-shu-hengzhe-heng-heng-heng-pie-shu-dian-heng-heng-heng-shu-heng-hengpie-na
噌 shu-hengzhe-heng-dian-pie-shu-hengzhe-shu-dian-pie-heng-shu-hengzhegou-heng-heng
㐌 pie-heng-hengzhegou-shu-shuwangou
屐 hengzhe-heng-shupie-pie-pie-shu-heng-shu-hengpie-na
壓 heng-shupie-shu-hengzhe-heng-heng-shu-hengzhegou-heng-heng-heng-shupie-na-dian-heng-shu-heng
归 shu-shupie-hengzhe-heng-heng
癀 dian-heng-shupie-dian-ti-heng-shu-shu-heng-shu-hengzhe-heng-shu-heng-pie-dian
咸 heng-shupie-heng-shu-hengzhe-heng-xiegou-pie-dian
盃 heng-pie-shu-dian-shu-hengzhe-shu-shu-heng
泛 dian-dian-ti-pingpie-dian-hengpie-pingna
保 pie-shu-shu-hengzhe-heng-heng-shu-pie-na
乜 hengzhegou-shuwangou
櫟 heng-shu-pie-dian-piezhe-piezhe-dian-pie-shu-hengzhegou-heng-heng-piezhe-piezhe-dian-heng-shu-pie-na
楞 heng-shu-pie-dian-shu-hengzhe-shu-shu-heng-dian-heng-hengzhegou-pie
嗡 shu-hengzhe-heng-pie-na-piezhe-dian-hengzhegou-dian-ti-hengzhegou-dian-ti
睢 shu-hengzhe-heng-heng-heng-pie-shu-dian-heng-heng-heng-shu-heng
句 pie-hengzhegou-shu-hengzhe-heng
渐 dian-dian-ti-heng-shuzhe-shu-ti-pie-shupie-heng-shu
孪 dian-heng-shu-shu-zuodian-dian-henggou-shugou-heng
晬 shu-hengzhegou-heng-heng-dian-heng-pie-dian-pie-dian-heng-shu
拯 heng-shugou-ti-hengpie-shugou-hengpie-pie-na-heng
慮 shu-heng-henggou-shupie-heng-shuwangou-shu-hengzhe-heng-shu-heng-zuodian-wogou-dian-dian
深 dian-dian-ti-zuodian-henggou-pie-dian-heng-shu-pie-na
汰 dian-dian-ti-heng-shupie-na-dian
